,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532203,-1.6257996059973534,1.0481524637879978,0.9356890228558173,-0.9173971911208677,1.027782801634699,-0.8315387568467195,-1.4712378392212724,0.5151837567101334,0.44949780610590534,-1.2428653296897887,-0.16977154173894785,-0.8593278959332463,-0.2631050601728783,1.361126209267111,-0.6554178052059609,0.8885248839463737,0.09972378231788065,-0.4706070616459842,0.012551823372855021,0.19236575834512648,0.19905456065959137,-0.5028907362905478,0.2283371528157309,-0.35274428851832956,3
1,-4.356073800672288,-0.06828908459610586,2.016173878959254,1.5167825598014224,0.4188641500881783,-0.582534636981909,-1.7148938853699172,0.026680837075219992,0.9852777261265501,0.8307246040106772,-1.7235565666114694,1.1714812044903415,0.2655749883633141,0.2764253312481239,0.13361474257891381,-0.1576636362619374,0.5058845381894599,-0.3591341959211353,0.4208030464384881,-0.9290580163248238,-0.4950405840809867,0.3060185486383511,-0.8883671294954408,-0.2372359858624122,-0.7100424708480801,3
2,-4.243180593897776,2.5609616211014323,4.363071909949572,-0.18253227544735248,-1.7738799941323453,-0.36287313879928923,-0.4315275679413162,1.308031799711234,0.4497808964475794,1.957529967138832,0.18935495979829947,2.290069103793322,-1.1978075888104205,0.13115984063523703,0.7868889415959702,-1.2679364705251326,-0.6246276084927459,0.5046827453753995,0.5591949379479755,0.0816180029932949,-0.2560915179478362,-0.24287228736992075,-0.4347244400532224,-0.35672382507330164,0.646996038319556,4
3,3.0137484824404592,0.7259831169811191,2.326672073071529,3.28818278644537,2.3095736025669265,1.9099851671962937,1.0831191552111474,-0.2267864757241601,-0.11298768769643008,-0.19113155606158985,-0.13919677632131064,-1.4086158340271615,-0.3840199009641621,1.151002616643429,0.5049615044176733,1.558103681589935,-0.2735009921864373,0.8912814596989382,-1.533582882038956,0.7000661880153773,0.11340176353335264,-0.18643848269770344,-0.5660170999849282,-0.06606873024937726,-0.5000483553247238,3
4,-4.24656487207173,5.96660044971476,-0.24630205734891586,0.7899785226475777,2.096761255503187,-1.7123393665878899,0.769024772374597,-0.5169497160801171,0.7885774242556124,1.1256382610101157,-1.6424601310549658,0.14282769628747596,-0.7278650435411838,-0.05162604892070849,-1.5095159285817092,0.6522736700912961,0.6141788039500127,-0.29579284753959784,0.970468556232988,-1.179983774371875,0.7938592310678597,-0.10704606740134437,-0.21816737377286935,0.4569728980536866,-0.14789420816694493,3
5,-3.337251008789021,-1.7363754334268038,1.0909281202988153,-0.3737895039303227,-1.4838690322599792,-0.5640975174225035,-1.7118322330669522,1.1776294475661362,0.27605631174321793,1.3307524663797015,2.013072131648525,1.679298416089799,1.5431334228600975,0.10692917646759223,1.1925520596630033,0.6094781185388339,0.3229102723097191,-0.06024485108494172,-0.6781069783718671,1.1507121027330989,0.32561146833414406,-0.25041691295485746,-0.30822053143154765,0.4110454907505993,-0.09073593361741168,4
6,-0.3428011104722031,4.416655794839521,-1.3269348641361765,1.2799355562059853,-0.5828017018310406,-0.08167674561629355,-0.8570998142442995,-0.5981980664046989,0.9379436495837169,0.3112662984279574,-1.1253899957987228,1.3321507355826654,-0.4790621084845776,-0.38933777175658846,-1.787372692270976,-0.529151332017946,0.48904061993253384,-0.2584317224537523,0.8835046382509225,-0.7605468075424952,0.6604433014666184,0.0911304446102188,-0.35461009598465587,0.4312595060595376,-0.21099707709516405,3
7,-3.2840983805968027,3.988751700449776,0.05900996699948782,-0.7409361204629089,-1.710681949369639,-2.7414041449333277,0.5668557439103648,-1.467584795485302,-0.9256534439597401,-1.032416744494556,1.5705815935034113,0.6504429673447999,0.8048971414544783,-0.1911517745942983,0.4911385663485903,-0.10986645700828286,-0.9949815396623684,1.6421098015832625,-0.24795161171663335,-0.6344971087062825,0.1382103449320584,0.26042259462460937,0.23486080363246503,-1.1087886991645173,0.3623677570352568,3
8,-3.134083109356483,6.285827528876219,0.4151201168911662,-0.852423228381837,-0.2054384260834002,-1.314494145908546,1.8319538591092295,1.5641070963637935,-1.6649931352492167,0.566151685354938,-0.6283400417718444,0.49961702421359905,-0.06452968886227879,0.43537034986827083,1.1202511536948365,-0.8775412595263212,-0.21157466017577795,-1.4588475048671818,0.8073654781438894,1.4731041642085163,0.658207633193121,-0.7957829621579551,0.7759621129459306,-0.15199651985023038,-0.24284074179315474,3
9,-3.297545995820333,1.7473883679807525,-1.4383459893766868,-1.1794552286466498,1.14921398087231,0.04445594166952113,-2.1195818068936356,-0.5466358888724109,0.21021791947610008,-1.3555310609990747,1.2763376127971018,-0.0368784268821992,-0.002898060225336742,-0.008954432479215487,0.46623784663762347,-0.11151834126569829,-1.041965998751289,-0.6721838274577211,-0.7561794862356684,-0.1894296357297956,0.26594011206083623,0.07939552040479773,0.6698369065117568,-0.4287239680615389,0.42130169906598663,3
